station,date,tavg,preciptotal,stnpressure,avgspeed,raining,misty,humidity,trange,tavg_5ma,trange_5ma,stnpressure_5ma,avgspeed_5ma,humidity_5ma,preciptotal_5ma,tavg_10ma,trange_10ma,stnpressure_10ma,avgspeed_10ma,humidity_10ma,preciptotal_10ma,preciptotal_5sum,raining_5sum,misty_5sum,preciptotal_10sum,raining_10sum,misty_10sum
2,2009-08-28,66.0,0.28,29.24,5.4,1,1,83.90756465974071,10,67.8,13.2,29.386000000000003,7.6,78.79768100003895,0.40199999999999997,68.1,13.9,29.301000000000005,9.010000000000002,73.61422652559793,0.27899999999999997,2.01,3.0,3.0,2.7899999999999996,5.0,5.0
1,2009-08-29,63.0,0.02,29.18,11.8,1,1,64.85284088269587,13,66.0,12.4,29.282,8.84,78.6866319012831,0.42400000000000004,66.2,14.4,29.250999999999998,8.83,73.96219776494169,0.23499999999999996,2.12,4.0,4.0,2.3499999999999996,6.0,4.0
2,2009-08-29,63.0,0.01,29.24,11.1,1,0,67.29421903239448,13,66.8,11.4,29.339999999999996,8.680000000000001,78.68407938875245,0.4039999999999999,67.1,13.5,29.309999999999995,9.3,73.50195700201353,0.21899999999999994,2.0199999999999996,4.0,3.0,2.1899999999999995,6.0,4.0
1,2009-08-30,59.0,0.0,29.44,9.3,0,0,64.36331357961544,15,63.6,10.6,29.303999999999995,8.86,77.42647925954581,0.42400000000000004,65.0,14.5,29.302,8.51,73.33212144407305,0.22799999999999998,2.12,4.0,4.0,2.28,5.0,4.0
2,2009-08-30,59.0,0.0,29.5,10.5,0,0,64.36331357961544,15,64.2,10.2,29.362000000000002,9.059999999999999,77.89533703635823,0.4039999999999999,65.8,13.5,29.359999999999996,9.08,73.10758582581641,0.20699999999999993,2.0199999999999996,4.0,3.0,2.0699999999999994,5.0,3.0
1,2009-08-31,59.0,0.0,29.55,6.0,0,0,57.43867004398214,19,61.8,12.2,29.342000000000002,8.5,72.68971252993393,0.238,64.3,15.0,29.35,8.040000000000001,71.53733062961196,0.21199999999999997,1.19,3.0,3.0,2.1199999999999997,4.0,4.0
2,2009-08-31,58.0,0.0,29.6,6.8,0,0,59.53513888738432,18,62.2,12.2,29.398000000000003,8.96,72.3957166867922,0.29599999999999993,64.9,13.8,29.407,8.44,71.77915381311531,0.20199999999999996,1.4799999999999998,3.0,2.0,2.0199999999999996,4.0,3.0
1,2009-09-01,60.0,0.0,29.57,3.4,0,0,62.10637420415283,25,61.0,16.0,29.383999999999997,7.24,67.74576422698752,0.048,64.0,16.4,29.375999999999998,7.4399999999999995,71.01854614678778,0.21199999999999997,0.24,2.0,2.0,2.1199999999999997,4.0,4.0
2,2009-09-01,61.0,0.0,29.63,3.5,0,0,64.60920574472077,21,61.4,15.4,29.442,7.459999999999999,67.94188838077115,0.05799999999999996,64.6,14.8,29.433999999999997,7.75,71.74269247767434,0.20199999999999996,0.2899999999999998,2.0,1.0,2.0199999999999996,4.0,3.0
1,2009-09-02,62.0,0.0,29.51,5.1,0,0,64.73130403319603,23,60.6,19.0,29.45,7.12,62.69850054872846,0.004,63.7,16.9,29.389,7.31,70.9822524022308,0.21199999999999997,0.02,1.0,1.0,2.1199999999999997,4.0,4.0
2,2009-09-02,63.0,0.0,29.56,3.9,0,0,64.85284088269587,19,60.8,17.2,29.506,7.159999999999999,64.13094362536216,0.001999999999999956,64.3,15.2,29.445999999999998,7.38,71.46431231270056,0.20199999999999996,0.009999999999999778,1.0,0.0,2.0199999999999996,4.0,3.0
1,2009-09-03,66.0,0.0,29.42,6.0,0,0,65.21411080812129,19,61.2,20.2,29.498,5.96,62.770754533813545,0.0,63.6,16.3,29.390000000000004,7.4,70.72869321754834,0.21199999999999997,0.0,0.0,0.0,2.1199999999999997,4.0,4.0
2,2009-09-03,66.0,0.0,29.48,5.9,0,1,67.63664253243361,18,61.4,18.2,29.553999999999995,6.12,64.19942832537001,0.0,64.1,14.8,29.447000000000003,7.4,71.44175385706123,0.20199999999999996,-2.220446049250313e-16,0.0,1.0,2.0199999999999996,4.0,4.0
1,2009-09-04,65.0,0.0,29.44,4.1,0,1,67.52304382783947,21,62.4,21.4,29.498,4.92,63.402700583458355,0.0,63.0,16.0,29.401,6.890000000000001,70.41458992150208,0.21199999999999997,0.0,0.0,1.0,2.1199999999999997,4.0,5.0
2,2009-09-04,67.0,0.0,29.49,4.4,0,1,65.33342986387333,17,63.0,18.6,29.552,4.9,64.39345158222159,0.0,63.6,14.4,29.457000000000004,6.9799999999999995,71.14439430928991,0.20199999999999996,-2.220446049250313e-16,0.0,2.0,2.0199999999999996,4.0,5.0
1,2009-09-05,66.0,0.0,29.49,5.3,0,1,72.7206624324189,24,63.8,22.4,29.486,4.779999999999999,66.45909906114571,0.0,62.8,17.3,29.414000000000005,6.640000000000001,69.57440579553982,0.11899999999999995,0.0,0.0,2.0,1.1899999999999995,3.0,5.0
2,2009-09-05,68.0,0.0,29.54,5.8,0,1,67.862227088827,21,65.0,19.2,29.54,4.7,66.05886922251011,0.0,63.6,15.7,29.469,6.83,69.22729295465115,0.14799999999999996,-2.220446049250313e-16,0.0,3.0,1.4799999999999995,3.0,5.0
1,2009-09-06,69.0,0.03,29.47,5.3,1,1,70.4552272678883,16,65.6,20.6,29.465999999999998,5.16,68.12886967389281,0.006,63.3,18.3,29.425,6.2,67.93731695044016,0.026999999999999958,0.03,1.0,3.0,0.2699999999999996,3.0,5.0
2,2009-09-06,72.0,0.0,29.52,6.6,0,0,63.61027648899768,11,67.2,17.2,29.518,5.319999999999999,65.8590833713655,0.0,64.3,16.3,29.479999999999997,6.39,66.90048587606833,0.02899999999999996,-2.220446049250313e-16,0.0,3.0,0.2899999999999996,2.0,4.0
1,2009-09-07,68.0,0.0,29.39,4.0,0,1,72.91775824653783,18,66.8,19.6,29.442,4.9399999999999995,69.76616051656114,0.006,63.7,19.3,29.446000000000005,6.029999999999999,66.23233053264481,0.004999999999999956,0.03,1.0,4.0,0.04999999999999956,2.0,5.0
2,2009-09-07,70.0,0.0,29.44,6.9,0,1,68.08568039805756,14,68.6,16.2,29.494,5.92,66.50565127443784,0.0,64.7,16.7,29.5,6.540000000000001,65.31829744990002,0.0009999999999999556,-2.220446049250313e-16,0.0,4.0,0.009999999999999556,1.0,4.0
1,2009-09-08,69.0,0.0,29.36,7.3,0,0,73.01556312174712,18,67.4,19.4,29.429999999999996,5.2,71.32645097928632,0.006,64.3,19.8,29.464,5.58,67.04860275654994,0.0029999999999999554,0.03,1.0,4.0,0.029999999999999555,1.0,4.0
2,2009-09-08,70.0,0.0,29.41,8.0,0,1,75.74671784055894,16,69.4,15.8,29.48,6.340000000000001,68.1276663360629,0.0,65.4,17.0,29.517000000000003,6.2299999999999995,66.16354733071645,0.0,-2.220446049250313e-16,0.0,4.0,-4.440892098500626e-16,0.0,5.0
1,2009-09-09,72.0,0.0,29.42,6.9,0,1,73.30604125769314,13,68.8,17.8,29.426,5.76,72.48305046525707,0.006,65.6,19.6,29.462,5.34,67.9428755243577,0.0029999999999999554,0.03,1.0,4.0,0.029999999999999555,1.0,5.0
2,2009-09-09,73.0,0.0,29.47,7.2,0,1,70.87089690607739,9,70.6,14.2,29.476,6.9,69.2351597445037,0.0,66.8,16.4,29.514000000000003,5.9,66.81430566336265,0.0,-2.220446049250313e-16,0.0,4.0,-4.440892098500626e-16,0.0,6.0
1,2009-09-10,73.0,0.0,29.48,6.8,0,1,68.41691426823859,17,70.2,16.4,29.424,6.0600000000000005,71.62230083242099,0.006,67.0,19.4,29.455000000000002,5.42,69.04069994678335,0.0029999999999999554,0.03,1.0,4.0,0.029999999999999555,1.0,6.0
2,2009-09-10,73.0,0.0,29.54,7.3,0,1,68.41691426823859,15,71.6,13.0,29.476,7.2,69.34609718038604,0.0,68.3,16.1,29.508,5.95,67.70248320144808,0.0,-2.220446049250313e-16,0.0,4.0,-4.440892098500626e-16,0.0,7.0
1,2009-09-11,71.0,0.0,29.44,5.6,0,1,65.80525853476206,19,70.6,17.0,29.418,6.12,70.69230708579575,0.0,68.1,18.8,29.442,5.64,69.41058837984427,0.0029999999999999554,0.0,0.0,4.0,0.029999999999999555,1.0,7.0
2,2009-09-11,71.0,0.0,29.49,6.7,0,0,65.80525853476206,14,71.4,13.6,29.47,7.220000000000001,69.7850935895389,0.0,69.3,15.4,29.494,6.2700000000000005,67.82208848045221,0.0,-2.220446049250313e-16,0.0,4.0,-4.440892098500626e-16,0.0,7.0
1,2009-09-12,69.0,0.0,29.41,4.8,0,1,73.01556312174712,21,70.8,17.6,29.422000000000004,6.279999999999999,70.7118680608376,0.0,68.8,18.6,29.432,5.61,70.23901428869938,0.0029999999999999554,0.0,0.0,4.0,0.029999999999999555,1.0,8.0
2,2009-09-12,70.0,0.0,29.47,4.5,0,1,73.11287661442077,17,71.4,14.2,29.476,6.74,70.79053283281155,0.0,70.0,15.2,29.485000000000003,6.33,68.64809205362471,0.0,-2.220446049250313e-16,0.0,4.0,-4.440892098500626e-16,0.0,8.0
1,2009-09-13,69.0,0.0,29.39,3.0,0,1,58.80195570405912,22,70.8,18.4,29.428000000000004,5.42,67.8691465773,0.0,69.1,18.9,29.429000000000002,5.3100000000000005,69.59779877829317,0.0029999999999999554,0.0,0.0,5.0,0.029999999999999555,1.0,9.0
2,2009-09-13,68.0,0.01,29.45,4.2,0,1,63.1178683132514,22,71.0,15.4,29.483999999999998,5.9799999999999995,68.26476292735003,0.001999999999999956,70.2,15.6,29.482,6.16,68.19621463170647,0.0009999999999999556,0.009999999999999778,0.0,4.0,0.009999999999999556,0.0,8.0
1,2009-09-14,71.0,0.0,29.34,2.1,0,0,56.9612635165424,26,70.6,21.0,29.412,4.46,64.60019102906986,0.0,69.7,19.4,29.419,5.109999999999999,68.54162074716346,0.0029999999999999554,0.0,0.0,4.0,0.029999999999999555,1.0,8.0
2,2009-09-14,72.0,0.0,29.4,2.7,0,0,57.09764985646776,25,70.8,18.6,29.47,5.08,65.51011351742811,0.001999999999999956,70.7,16.4,29.473000000000003,5.99,67.37263663096591,0.0009999999999999556,0.009999999999999778,0.0,3.0,0.009999999999999556,0.0,7.0
1,2009-09-15,73.0,0.0,29.36,7.8,0,0,61.497214552500836,18,70.6,21.2,29.387999999999998,4.659999999999999,63.21625108592231,0.0,70.4,18.8,29.406,5.36,67.41927595917164,0.0029999999999999554,0.0,0.0,3.0,0.029999999999999555,1.0,7.0
2,2009-09-15,73.0,0.0,29.41,6.7,0,0,59.331653227294,20,70.8,19.6,29.444,4.96,63.69306130923919,0.001999999999999956,71.2,16.3,29.46,6.08,66.5195792448126,0.0009999999999999556,0.009999999999999778,0.0,2.0,0.009999999999999556,0.0,6.0
1,2009-09-16,65.0,0.0,29.49,11.4,0,0,67.52304382783947,12,69.4,19.8,29.398000000000003,5.819999999999999,63.5598081445378,0.0,70.0,18.4,29.408000000000005,5.97,67.12605761516677,0.0,0.0,0.0,2.0,-4.440892098500626e-16,0.0,6.0
2,2009-09-16,67.0,0.0,29.54,13.4,0,0,62.99339197054547,10,70.0,18.8,29.453999999999997,6.3,63.13068799639588,0.001999999999999956,70.7,16.2,29.462,6.76,66.45789079296739,0.0009999999999999556,0.009999999999999778,0.0,2.0,0.009999999999999556,0.0,6.0
1,2009-09-17,61.0,0.0,29.45,4.2,0,0,72.21911321893865,22,67.8,20.0,29.406,5.7,63.400518163976095,0.0,69.3,18.8,29.414000000000005,5.99,67.05619311240685,0.0,0.0,0.0,1.0,-4.440892098500626e-16,0.0,5.0
2,2009-09-17,63.0,0.0,29.51,5.4,0,0,64.85284088269587,17,68.6,18.8,29.462,6.4799999999999995,61.4786808500509,0.001999999999999956,70.0,16.5,29.468999999999994,6.610000000000001,66.13460684143122,0.0009999999999999556,0.009999999999999778,0.0,1.0,0.009999999999999556,0.0,5.0
1,2009-09-18,65.0,0.0,29.46,6.4,0,1,70.0313463066751,29,67.0,21.4,29.419999999999998,6.380000000000001,65.64639628449929,0.0,68.9,19.9,29.424,5.9,66.75777143089964,0.0,0.0,0.0,1.0,-4.440892098500626e-16,0.0,6.0
2,2009-09-18,66.0,0.0,29.52,6.7,0,0,67.63664253243361,27,68.2,19.8,29.476,6.9799999999999995,62.38243569388734,0.0,69.6,17.6,29.48,6.4799999999999995,65.32359931061869,0.0009999999999999556,-2.220446049250313e-16,0.0,0.0,0.009999999999999556,0.0,4.0
1,2009-09-19,66.0,0.0,29.48,5.9,0,0,67.63664253243361,21,66.0,20.4,29.448,7.140000000000001,67.78147208767754,0.0,68.3,20.7,29.43,5.8,66.1908315583737,0.0,0.0,0.0,1.0,-4.440892098500626e-16,0.0,5.0
2,2009-09-19,67.0,0.0,29.54,5.8,0,0,65.33342986387333,17,67.2,18.2,29.504,7.6,64.02959169536845,0.0,69.0,18.4,29.486999999999995,6.34,64.76985260639829,0.0009999999999999556,-2.220446049250313e-16,0.0,0.0,0.009999999999999556,0.0,3.0
1,2009-09-20,64.0,0.75,29.28,7.9,1,1,75.20368187494536,19,64.2,20.6,29.432,7.160000000000001,70.52276555216643,0.15,67.4,20.9,29.409999999999997,5.91,66.86950831904439,0.07499999999999996,0.75,1.0,2.0,0.7499999999999996,1.0,5.0
2,2009-09-20,63.0,0.44,29.34,7.3,1,1,77.88941931232117,17,65.2,17.6,29.490000000000002,7.720000000000001,67.74114491237388,0.08799999999999995,68.0,18.6,29.467000000000002,6.34,65.71710311080655,0.04499999999999996,0.4399999999999998,1.0,1.0,0.44999999999999957,1.0,3.0
1,2009-09-21,64.0,0.0,29.26,4.6,1,1,83.78150430151231,7,64.0,19.6,29.386000000000003,5.8,73.77445764690101,0.15,66.7,19.7,29.391999999999996,5.8100000000000005,68.6671328957194,0.07499999999999996,0.75,2.0,3.0,0.7499999999999996,2.0,5.0
2,2009-09-21,66.0,0.0,29.31,5.5,1,1,80.97766421415629,6,65.0,16.8,29.444,6.14,71.33799936109605,0.08799999999999995,67.5,17.8,29.449,6.220000000000001,67.23434367874596,0.04499999999999996,0.4399999999999998,2.0,2.0,0.44999999999999957,2.0,4.0
1,2009-09-22,68.0,0.0,29.28,7.7,0,1,90.12802358082791,18,65.4,18.8,29.351999999999997,6.5,77.35623971927886,0.15,66.6,19.4,29.379,6.1,70.37837894162747,0.07499999999999996,0.75,2.0,4.0,0.7499999999999996,2.0,5.0
2,2009-09-22,70.0,0.04,29.34,7.3,1,1,84.15546440258545,13,66.4,16.0,29.409999999999997,6.519999999999999,75.19852406507397,0.09599999999999995,67.5,17.4,29.435999999999996,6.5,68.33860245756243,0.04899999999999995,0.47999999999999976,3.0,3.0,0.48999999999999955,3.0,4.0
1,2009-09-23,69.0,0.0,29.42,4.0,0,1,78.38288740087917,14,66.2,15.8,29.344,6.0200000000000005,79.02654793811966,0.15,66.6,18.6,29.381999999999998,6.2,72.33647211130949,0.07499999999999996,0.75,2.0,4.0,0.7499999999999996,2.0,5.0
2,2009-09-23,69.0,0.0,29.47,4.7,0,1,81.19433025594996,14,67.0,13.4,29.4,6.119999999999999,77.91006160977724,0.09599999999999995,67.6,16.6,29.438,6.55,70.14624865183228,0.04799999999999995,0.47999999999999976,3.0,4.0,0.47999999999999954,3.0,4.0
1,2009-09-24,69.0,0.0,29.44,4.7,0,1,81.19433025594996,9,66.8,13.4,29.336000000000002,5.78,81.73808548282294,0.15,66.4,16.9,29.392000000000003,6.460000000000001,74.75977878525023,0.07499999999999996,0.75,2.0,5.0,0.7499999999999996,2.0,6.0
2,2009-09-24,68.0,0.0,29.49,4.4,0,1,81.12250369204163,7,67.2,11.4,29.389999999999997,5.84,81.0678763754109,0.09599999999999995,67.2,14.8,29.447000000000003,6.720000000000001,72.54873403538969,0.04799999999999995,0.47999999999999976,3.0,5.0,0.47999999999999954,3.0,5.0
1,2009-09-25,65.0,0.16,29.39,7.3,1,1,75.29536806936338,10,67.0,11.6,29.358000000000004,5.659999999999999,81.75642272170656,0.032,65.6,16.1,29.395,6.409999999999999,76.1395941369365,0.09099999999999996,0.16,2.0,5.0,0.9099999999999996,3.0,7.0
2,2009-09-25,65.0,0.02,29.44,6.3,1,1,75.29536806936338,10,67.6,10.0,29.410000000000004,5.640000000000001,80.54906612681934,0.011999999999999955,66.4,13.8,29.45,6.68,74.14510551959663,0.049999999999999954,0.059999999999999776,3.0,5.0,0.49999999999999956,4.0,6.0
1,2009-09-26,62.0,0.0,29.15,4.6,0,1,80.6831624196819,14,66.6,13.0,29.336000000000002,5.66,81.13675434534046,0.032,65.3,16.3,29.360999999999997,5.7299999999999995,77.45560599612074,0.09099999999999996,0.16,1.0,5.0,0.9099999999999996,3.0,8.0
2,2009-09-26,61.0,0.0,29.21,4.6,0,1,83.58971799889771,10,66.6,10.8,29.389999999999997,5.46,81.07147688376763,0.011999999999999955,65.8,13.8,29.417,5.8,76.20473812243185,0.049999999999999954,0.059999999999999776,2.0,5.0,0.49999999999999956,4.0,7.0
1,2009-09-27,62.0,0.08,28.84,10.2,1,1,72.32044209638802,24,65.4,14.2,29.248,6.16,77.57523804845249,0.048,65.4,16.5,29.3,6.33,77.46573888386567,0.09899999999999995,0.24,2.0,5.0,0.9899999999999995,4.0,9.0
2,2009-09-27,64.0,0.48,28.91,10.2,0,1,67.40890363446431,21,65.4,12.4,29.303999999999995,6.04,77.72216473014339,0.09999999999999995,65.9,14.2,29.357000000000006,6.279999999999999,76.46034439760868,0.09799999999999995,0.4999999999999998,1.0,5.0,0.9799999999999995,4.0,8.0
1,2009-09-28,56.0,0.01,28.91,20.7,1,0,59.26384797924735,13,62.8,14.0,29.145999999999997,9.5,73.75143016412613,0.05,64.5,14.9,29.244999999999997,7.76,76.3889890511229,0.09999999999999995,0.25,3.0,4.0,0.9999999999999996,5.0,8.0
2,2009-09-28,57.0,0.0,28.98,20.2,1,0,57.15918089979204,13,63.0,12.2,29.206,9.14,72.91513485891183,0.09999999999999995,65.0,12.8,29.302999999999997,7.63,75.41259823434453,0.09799999999999995,0.4999999999999998,2.0,4.0,0.9799999999999995,5.0,8.0
1,2009-09-29,54.0,0.0,29.28,10.3,0,0,63.738559762892656,12,59.8,14.6,29.113999999999997,10.620000000000001,70.26027606551466,0.05,63.3,14.0,29.225,8.2,75.9991807741688,0.09999999999999995,0.25,3.0,3.0,0.9999999999999996,5.0,8.0
2,2009-09-29,53.0,0.0,29.34,10.2,1,0,66.11677879059542,10,60.0,12.8,29.176,10.3,69.91398987862257,0.09999999999999995,63.6,12.1,29.283000000000005,8.07,75.49093312701675,0.09799999999999995,0.4999999999999998,3.0,3.0,0.9799999999999995,6.0,8.0
1,2009-09-30,55.0,0.0,29.39,6.8,0,0,56.877374043567855,15,57.8,15.6,29.113999999999997,10.52,66.57667726035555,0.018,62.4,13.6,29.236,8.09,74.16654999103105,0.024999999999999956,0.09,2.0,2.0,0.24999999999999956,4.0,7.0
2,2009-09-30,55.0,0.0,29.44,7.0,0,0,61.455645098499886,12,58.0,13.2,29.176,10.44,67.14604528444987,0.09599999999999995,62.8,11.6,29.293,8.040000000000001,73.8475557056346,0.05399999999999996,0.47999999999999976,2.0,2.0,0.5399999999999996,5.0,7.0
1,2009-10-01,50.0,0.89,29.13,9.5,1,1,86.06188572885691,18,55.4,16.4,29.110000000000003,11.5,67.65242192219056,0.196,61.0,14.7,29.223000000000003,8.58,74.39458813376551,0.11399999999999996,0.98,3.0,2.0,1.1399999999999997,4.0,7.0
2,2009-10-01,52.0,0.59,29.18,8.7,1,1,79.91770621011757,15,56.2,14.2,29.169999999999998,11.26,66.41164292669384,0.21399999999999997,61.4,12.5,29.28,8.36,73.74155990523073,0.11299999999999995,1.0699999999999998,3.0,2.0,1.1299999999999994,5.0,7.0
1,2009-10-02,52.0,0.21,28.8,12.0,1,1,79.91770621011757,9,53.4,13.4,29.101999999999997,11.86,69.17187474493646,0.22200000000000003,59.4,13.8,29.175,9.010000000000002,73.37355639669448,0.13499999999999995,1.11,3.0,2.0,1.3499999999999996,5.0,7.0
2,2009-10-02,52.0,0.17,28.87,11.6,1,1,79.91770621011757,8,53.8,11.6,29.162,11.54,68.9134034418245,0.15199999999999997,59.6,12.0,29.233000000000004,8.79,73.31778408598394,0.12599999999999995,0.7599999999999998,4.0,2.0,1.2599999999999996,5.0,7.0
1,2009-10-03,52.0,0.11,29.02,7.4,1,1,82.99427843856402,10,52.6,12.8,29.124000000000002,9.2,73.9179608367998,0.242,57.7,13.4,29.134999999999998,9.35,73.83469550046297,0.14599999999999996,1.21,3.0,3.0,1.4599999999999995,6.0,7.0
2,2009-10-03,53.0,0.03,29.08,9.8,1,1,79.99618659831047,11,53.0,11.2,29.182,9.46,73.48080458152819,0.15799999999999997,58.0,11.7,29.194,9.3,73.19796972022,0.12899999999999995,0.7899999999999998,4.0,3.0,1.2899999999999996,6.0,7.0
1,2009-10-04,53.0,0.0,29.28,9.2,0,0,68.70851465832256,15,52.4,13.4,29.124000000000002,8.98,74.91195181588577,0.242,56.1,14.0,29.119,9.8,72.58611394070023,0.14599999999999996,1.21,3.0,3.0,1.4599999999999995,6.0,6.0
2,2009-10-04,53.0,0.0,29.34,9.3,0,0,66.11677879059542,16,53.0,12.4,29.182,9.28,73.48080458152818,0.15799999999999997,56.5,12.6,29.179000000000002,9.79,71.69739723007538,0.12899999999999995,0.7899999999999998,3.0,3.0,1.2899999999999996,6.0,6.0
1,2009-10-05,53.0,0.0,29.29,5.4,0,0,66.11677879059542,19,52.0,14.2,29.103999999999996,8.7,76.75983276529129,0.242,54.9,14.9,29.109,9.610000000000001,71.66825501282344,0.12999999999999995,1.21,3.0,3.0,1.2999999999999996,5.0,5.0
2,2009-10-05,52.0,0.0,29.35,4.5,0,0,68.594699094363,19,52.4,13.8,29.163999999999998,8.78,74.90861538070081,0.15799999999999997,55.2,13.5,29.169999999999998,9.61,71.02733033257533,0.12699999999999995,0.7899999999999998,3.0,3.0,1.2699999999999996,5.0,5.0
1,2009-10-06,55.0,0.03,28.9,14.9,1,1,74.35657548274922,12,53.0,13.0,29.058,9.780000000000001,74.41877071606976,0.06999999999999999,54.2,14.7,29.084000000000003,10.639999999999999,71.03559631913016,0.13299999999999995,0.35,3.0,3.0,1.3299999999999996,6.0,5.0
2,2009-10-06,56.0,0.05,28.97,15.1,1,1,69.0466006005962,13,53.2,13.4,29.122000000000003,10.06,72.73439425879653,0.049999999999999954,54.7,13.8,29.145999999999997,10.66,69.57301859274519,0.13199999999999995,0.24999999999999978,3.0,3.0,1.3199999999999996,6.0,5.0
1,2009-10-07,53.0,0.0,29.24,10.8,0,0,58.85251990010381,15,53.2,14.2,29.145999999999997,9.540000000000001,70.205733454067,0.028000000000000004,53.3,13.8,29.124000000000002,10.7,69.68880409950172,0.12499999999999996,0.14,2.0,2.0,1.2499999999999996,5.0,4.0
2,2009-10-07,53.0,0.0,29.31,10.1,0,0,58.85251990010381,15,53.4,14.8,29.21,9.760000000000002,68.52135699679378,0.015999999999999955,53.6,13.2,29.185999999999996,10.65,68.71738021930915,0.08399999999999995,0.07999999999999978,2.0,2.0,0.8399999999999995,6.0,4.0
1,2009-10-08,49.0,0.12,29.18,4.8,1,1,89.33070460253964,8,52.6,13.8,29.177999999999997,9.02,71.47301868686213,0.03,52.6,13.3,29.151000000000003,9.110000000000001,72.69548976183096,0.13599999999999995,0.15,2.0,2.0,1.3599999999999997,5.0,5.0
2,2009-10-08,51.0,0.14,29.25,5.6,1,1,82.92619957848554,7,53.0,14.0,29.244,8.919999999999998,69.10735959282879,0.03799999999999996,53.0,12.6,29.213,9.190000000000001,71.29408208717848,0.09799999999999995,0.18999999999999978,2.0,2.0,0.9799999999999995,6.0,5.0
1,2009-10-09,46.0,0.46,29.21,10.0,1,1,89.19621351709242,13,51.2,13.4,29.163999999999998,9.180000000000001,75.5705584586161,0.122,51.8,13.4,29.144,9.080000000000002,75.24125513725093,0.18199999999999997,0.61,3.0,3.0,1.8199999999999996,6.0,6.0
2,2009-10-09,46.0,0.43,29.26,10.2,1,1,92.67682013704123,12,51.6,13.2,29.227999999999998,9.1,74.41936786211795,0.12399999999999996,52.3,12.8,29.204999999999995,9.19,73.95008622182306,0.14099999999999996,0.6199999999999998,3.0,3.0,1.4099999999999995,6.0,6.0
1,2009-10-10,40.0,0.0,29.49,7.7,0,0,67.18387431308608,17,48.6,13.0,29.203999999999997,9.639999999999999,75.78397756311423,0.12200000000000003,50.3,13.6,29.154000000000003,9.17,76.27190516420276,0.18199999999999997,0.6100000000000001,3.0,3.0,1.8199999999999996,6.0,6.0
2,2009-10-10,41.0,0.0,29.55,8.2,0,0,64.62734861628834,15,49.4,12.4,29.268,9.84,73.62589776650302,0.12399999999999996,50.9,13.1,29.215999999999998,9.309999999999999,74.26725657360191,0.14099999999999996,0.6199999999999998,3.0,3.0,1.4099999999999995,6.0,6.0
1,2009-10-11,37.0,0.0,29.6,5.0,0,0,54.234009752728255,15,45.0,13.6,29.344,7.659999999999999,71.75946441711004,0.11600000000000002,49.0,13.3,29.201,8.72,73.08911756658989,0.09299999999999994,0.5800000000000001,2.0,2.0,0.9299999999999995,5.0,5.0
2,2009-10-11,37.0,0.0,29.67,4.8,0,0,56.56719565475545,16,45.6,13.0,29.408000000000005,7.779999999999999,71.13001677733487,0.11399999999999995,49.4,13.2,29.264999999999997,8.92,71.9322055180657,0.08199999999999996,0.5699999999999997,2.0,2.0,0.8199999999999996,5.0,5.0
1,2009-10-12,45.0,0.02,29.44,3.8,1,1,70.5255455844803,7,43.4,12.0,29.383999999999997,6.26,74.09406955398534,0.12,48.3,13.1,29.264999999999997,7.9,72.14990150402618,0.07399999999999995,0.6,3.0,3.0,0.7399999999999995,5.0,5.0
2,2009-10-12,46.0,0.0,29.5,3.5,1,1,62.70842255443885,7,44.2,11.4,29.446000000000005,6.459999999999999,71.90119730820189,0.11399999999999995,48.8,13.1,29.327999999999996,8.11,70.21127715249784,0.06499999999999995,0.5699999999999997,3.0,3.0,0.6499999999999995,5.0,5.0
1,2009-10-13,41.0,0.0,29.6,10.0,0,0,70.07996777475549,13,41.8,13.0,29.468,7.3,70.24392218842851,0.096,47.2,13.4,29.323,8.16,70.85847043764531,0.06299999999999996,0.48000000000000004,2.0,2.0,0.6299999999999996,4.0,4.0
2,2009-10-13,42.0,0.0,29.66,11.3,0,1,67.42490679537181,12,42.4,12.4,29.528000000000002,7.6,68.80093875157914,0.08599999999999995,47.7,13.2,29.386000000000003,8.26,68.95414917220396,0.061999999999999944,0.42999999999999977,2.0,3.0,0.6199999999999994,4.0,5.0
1,2009-10-14,45.0,0.03,29.4,11.5,1,1,70.5255455844803,6,41.6,11.6,29.506,7.6,66.50978860190608,0.010000000000000012,46.4,12.5,29.334999999999997,8.39,71.04017353026109,0.06599999999999996,0.05000000000000006,2.0,2.0,0.6599999999999996,5.0,5.0
2,2009-10-14,45.0,0.03,29.47,11.2,1,1,70.5255455844803,6,42.2,11.2,29.57,7.8,64.37068384106695,0.005999999999999955,46.9,12.2,29.399,8.45,69.39502585159246,0.06499999999999995,0.029999999999999777,2.0,3.0,0.6499999999999995,5.0,6.0
1,2009-10-15,43.0,0.29,29.26,9.1,1,1,82.36713101509491,3,42.2,8.8,29.46,7.88,69.54643994230786,0.068,45.4,10.9,29.332,8.76,72.66520875271104,0.09499999999999995,0.34,3.0,3.0,0.9499999999999995,6.0,6.0
2,2009-10-15,43.0,0.33,29.31,10.0,1,1,82.36713101509491,3,42.6,8.8,29.522000000000002,8.16,67.91864032082827,0.07199999999999995,46.0,10.6,29.395,9.0,70.77226904366564,0.09799999999999995,0.35999999999999976,3.0,4.0,0.9799999999999995,6.0,7.0
