station,date,tavg,preciptotal,sealevel,resultspeed,resultdir,humidity,trange
1,2008-05-06,64.0,0.0,29.88,6.3,22,48.12298181363036,35
2,2008-05-06,67.0,0.0,29.88,6.9,22,41.72497773363671,30
1,2008-05-07,60.0,0.76,29.69,3.5,23,74.8321153850704,21
2,2008-05-07,61.0,0.71,29.69,1.9,22,74.92573641260748,21
1,2008-05-08,52.0,0.0,29.82,12.2,5,52.153011439233396,14
2,2008-05-08,53.0,0.0,29.81,14.3,5,52.30374082742932,12
1,2008-05-09,50.0,0.0,29.85,6.3,3,53.96805096116989,17
2,2008-05-09,50.0,0.0,29.85,6.5,3,56.1626043057132,16
1,2008-05-10,50.0,0.0,29.85,5.9,7,60.7902530942096,23
2,2008-05-10,51.0,0.0,29.84,6.0,8,63.356719744112056,20
1,2008-05-11,52.0,0.95,29.55,14.5,2,71.28356786913909,12
2,2008-05-11,54.0,1.46,29.53,14.3,2,68.82176797454129,13
1,2008-05-12,48.0,0.0,29.96,5.1,7,68.13375002633015,16
2,2008-05-12,47.0,0.0,29.96,4.9,6,73.56915673446211,12
1,2008-05-13,57.0,0.08,29.93,15.5,18,64.11514175131302,33
2,2008-05-13,59.0,0.32,29.95,13.7,18,59.66991325554808,28
1,2008-05-14,55.0,0.02,29.89,2.0,25,77.2062220448719,19
2,2008-05-14,54.0,0.02,29.89,2.5,21,83.12926514616422,15
1,2008-05-15,50.0,0.0,30.05,6.8,5,60.7902530942096,14
2,2008-05-15,50.0,0.0,30.05,7.5,5,60.7902530942096,14
1,2008-05-16,57.0,0.0,29.86,8.9,25,54.9936389390944,33
2,2008-05-16,57.0,0.0,29.86,8.3,25,54.9936389390944,31
1,2008-05-17,63.0,0.12,29.61,12.9,30,44.41143171916206,21
2,2008-05-17,62.0,0.26,29.61,11.2,29,46.004384039886375,23
1,2008-05-18,50.0,0.0,29.64,3.5,34,65.75242568076895,11
2,2008-05-18,50.0,0.0,29.63,1.6,35,68.36536838876128,10
1,2008-05-19,50.0,0.05,29.69,3.9,7,51.8498399585023,20
2,2008-05-19,51.0,0.05,29.69,4.4,7,52.001711640014,17
1,2008-05-20,57.0,0.0,29.66,7.3,31,47.03937528501444,19
2,2008-05-20,57.0,0.05,29.66,6.9,30,47.03937528501444,15
1,2008-05-21,54.0,0.0,29.7,7.2,32,50.422376460756325,25
2,2008-05-21,55.0,0.0,29.7,6.8,33,48.61640558435118,20
1,2008-05-22,52.0,0.0,29.94,8.8,5,58.714229739007905,14
2,2008-05-22,52.0,0.0,29.93,10.5,5,58.714229739007905,9
1,2008-05-23,52.0,0.0,30.12,10.7,3,61.058190785103065,11
2,2008-05-23,54.0,0.0,30.11,10.4,3,58.99021804785905,11
1,2008-05-24,54.0,0.0,30.18,7.4,7,58.99021804785905,27
2,2008-05-24,56.0,0.0,30.17,6.9,7,50.72740651117046,24
1,2008-05-25,61.0,0.05,29.93,10.3,18,67.06320485667815,34
2,2008-05-25,65.0,0.0,29.93,11.1,17,54.06855673054477,27
1,2008-05-26,64.0,0.48,29.81,6.2,25,86.82611571888482,34
2,2008-05-26,69.0,0.0,29.8,7.3,24,73.01556312174712,31
1,2008-05-27,46.0,0.0,30.19,19.2,3,65.25839380589083,8
2,2008-05-27,49.0,0.05,30.18,18.0,2,60.655385768296945,8
1,2008-05-28,53.0,0.0,30.34,8.2,6,44.57917647566113,19
2,2008-05-28,53.0,0.0,30.33,7.8,7,50.26903195314919,16
1,2008-05-29,55.0,0.01,30.16,3.5,11,50.5751675874962,25
2,2008-05-29,57.0,0.08,30.17,2.2,10,48.92589840545998,23
1,2008-05-30,66.0,0.4,29.79,8.4,21,78.13813236389119,22
2,2008-05-30,68.0,0.3,29.79,9.4,20,75.56758222782685,19
1,2008-05-31,69.0,0.0,29.8,10.8,28,63.24179235088773,20
2,2008-05-31,70.0,0.0,29.79,11.1,28,61.11484738287635,19
1,2008-06-01,64.0,0.0,29.95,4.6,10,53.92455233530137,21
2,2008-06-01,64.0,0.0,29.94,5.6,8,51.92558586113648,15
1,2008-06-02,71.0,0.05,29.89,1.9,8,51.032969620861465,30
2,2008-06-02,73.0,0.0,29.87,1.7,13,49.47941486749692,24
1,2008-06-03,62.0,0.52,29.69,7.3,4,77.8056216717131,14
2,2008-06-03,66.0,0.92,29.67,5.2,3,75.38657818859312,17
1,2008-06-04,66.0,0.05,29.62,4.5,4,78.13813236389119,24
2,2008-06-04,69.0,0.02,29.6,3.1,5,75.65738210974907,19
1,2008-06-05,74.0,0.64,29.7,11.5,20,81.5476393293729,27
2,2008-06-05,78.0,0.22,29.69,13.2,20,73.87404566725823,20
1,2008-06-06,80.0,0.05,29.76,21.1,20,66.83574763380231,14
2,2008-06-06,80.0,0.03,29.75,19.2,20,69.17177159414872,13
1,2008-06-07,77.0,0.11,29.86,12.5,19,81.75506087134322,16
2,2008-06-07,78.0,0.07,29.85,11.8,19,79.09417564153422,12
1,2008-06-08,75.0,1.24,29.81,6.5,18,78.86083362775612,21
2,2008-06-08,76.0,1.31,29.8,4.2,19,78.93902502121315,22
1,2008-06-09,70.0,0.14,29.82,6.3,22,81.2657649987177,9
2,2008-06-09,70.0,0.21,29.8,6.5,23,81.2657649987177,9
1,2008-06-10,69.0,0.05,29.89,8.8,25,63.24179235088773,20
2,2008-06-10,70.0,0.01,29.88,9.3,25,61.11484738287635,20
1,2008-06-11,74.0,0.0,29.99,8.9,18,53.3747251412142,25
2,2008-06-11,76.0,0.0,29.97,9.4,18,48.141984953815566,20
1,2008-06-12,82.0,0.0,29.9,16.1,18,52.61694111508524,18
2,2008-06-12,82.0,0.0,29.89,14.8,18,52.61694111508524,18
1,2008-06-13,74.0,0.39,29.92,8.9,22,66.15348672574332,17
2,2008-06-13,74.0,0.19,29.91,9.6,23,68.52628458711716,16
1,2008-06-14,72.0,0.0,29.94,8.3,24,51.17954175873011,25
2,2008-06-14,73.0,0.0,29.92,8.7,24,47.6920165941982,23
1,2008-06-15,71.0,0.18,29.84,8.1,24,68.19661499378506,20
2,2008-06-15,71.0,0.29,29.83,8.4,24,68.19661499378506,22
1,2008-06-16,66.0,0.0,29.91,10.7,31,54.212011086396494,13
2,2008-06-16,67.0,0.0,29.89,10.8,31,52.36594383575726,14
1,2008-06-17,66.0,0.0,29.97,10.7,30,48.42797148268488,21
2,2008-06-17,66.0,0.0,29.96,10.2,30,48.42797148268488,20
1,2008-06-18,67.0,0.0,29.92,4.8,3,50.44147293023269,21
2,2008-06-18,67.0,0.0,29.91,5.0,5,52.36594383575726,17
1,2008-06-19,67.0,0.0,29.93,1.8,25,46.77886660025213,29
2,2008-06-19,68.0,0.0,29.92,1.5,14,46.93228539544503,25
1,2008-06-20,70.0,0.09,29.96,6.7,22,54.78036121579585,24
2,2008-06-20,72.0,0.04,29.95,6.5,23,49.33072796792948,23
1,2008-06-21,72.0,0.01,29.95,7.1,29,49.33072796792948,21
2,2008-06-21,73.0,0.01,29.93,5.6,29,49.47941486749692,21
1,2008-06-22,70.0,0.16,29.89,2.9,31,52.80147113979146,25
2,2008-06-22,71.0,0.02,29.87,1.5,34,52.9455799128056,20
1,2008-06-23,67.0,0.0,30.04,3.9,4,62.99339197054547,21
2,2008-06-23,67.0,0.0,30.03,3.8,3,62.99339197054547,19
1,2008-06-24,69.0,0.0,30.15,5.1,18,56.686850696229826,27
2,2008-06-24,70.0,0.0,30.13,4.3,18,52.80147113979146,25
1,2008-06-25,73.0,0.08,29.99,8.0,22,73.4018982652604,13
2,2008-06-25,73.0,0.11,29.98,7.5,21,76.01196932855785,12
1,2008-06-26,78.0,0.0,29.86,6.3,26,66.61040543490469,16
2,2008-06-26,79.0,0.0,29.84,6.8,25,66.72333408930567,16
1,2008-06-27,75.0,0.05,29.76,6.7,22,76.18653608667044,18
2,2008-06-27,77.0,0.05,29.74,8.3,21,71.27854110531861,16
1,2008-06-28,74.0,0.04,29.69,12.1,25,51.47113160447879,19
2,2008-06-28,75.0,0.05,29.68,13.3,26,49.775277119899386,18
1,2008-06-29,68.0,0.58,29.77,7.3,31,70.3500341906023,15
2,2008-06-29,69.0,0.22,29.75,7.9,30,67.97421871424493,16
1,2008-06-30,70.0,0.0,29.98,6.0,34,49.03183822053935,21
2,2008-06-30,70.0,0.0,29.96,5.5,35,47.23764887769495,22
1,2008-07-01,71.0,0.0,29.97,8.1,24,49.18153603952177,25
2,2008-07-01,71.0,0.0,29.95,8.2,23,47.38959457661924,27
1,2008-07-02,75.0,0.2,29.79,8.7,23,63.97388267125127,24
2,2008-07-02,76.0,0.12,29.78,7.4,24,61.87468709772934,26
1,2008-07-03,63.0,0.05,30.04,11.6,3,64.85284088269587,16
2,2008-07-03,65.0,0.05,30.01,13.3,3,60.46651653500821,12
1,2008-07-04,64.0,0.0,30.06,6.0,5,60.33517093121935,24
2,2008-07-04,67.0,0.0,30.05,6.5,6,54.354917050774056,17
1,2008-07-05,67.0,0.0,30.03,4.6,7,58.53379534850804,26
2,2008-07-05,68.0,0.0,30.01,4.7,10,56.54882032643535,22
1,2008-07-06,73.0,0.0,29.94,9.3,19,57.23349208270923,28
2,2008-07-06,76.0,0.0,29.92,8.3,19,53.65818551881196,25
1,2008-07-07,79.0,0.03,29.87,10.9,22,66.72333408930567,16
2,2008-07-07,81.0,0.11,29.86,10.8,21,64.68673636674298,13
1,2008-07-08,78.0,0.03,29.81,7.8,26,68.9586355825529,15
2,2008-07-08,66.0,0.28,29.8,7.4,24,107.15926304221131,40
1,2008-07-09,76.0,0.05,29.95,9.5,31,48.141984953815566,18
2,2008-07-09,76.0,0.0,29.94,8.1,32,48.141984953815566,18
1,2008-07-10,73.0,0.72,29.99,8.5,23,70.87089690607739,18
2,2008-07-10,74.0,0.43,29.97,8.1,23,66.15348672574332,20
1,2008-07-11,76.0,0.34,29.97,5.2,20,68.74348058795903,24
2,2008-07-11,77.0,0.03,29.95,3.7,19,66.49695902904085,25
1,2008-07-12,73.0,0.73,29.89,7.7,26,70.87089690607739,16
2,2008-07-12,75.0,0.65,29.87,8.4,26,68.63513909818117,17
1,2008-07-13,71.0,0.0,29.84,12.1,27,54.92109027968242,17
2,2008-07-13,70.0,0.0,29.83,13.6,27,54.78036121579585,18
1,2008-07-14,73.0,0.0,29.92,4.5,29,51.325595364126016,22
2,2008-07-14,73.0,0.0,29.9,1.9,29,51.325595364126016,22
1,2008-07-15,76.0,0.0,30.0,6.8,23,61.87468709772934,29
2,2008-07-15,79.0,0.0,29.98,7.8,22,58.03722873540538,24
1,2008-07-16,81.0,0.0,30.09,5.0,23,60.365044075809024,19
2,2008-07-16,82.0,0.0,30.07,5.2,21,60.49182252972426,18
1,2008-07-17,80.0,0.0,30.05,8.6,22,62.370480849121655,18
2,2008-07-17,82.0,0.0,30.03,8.9,22,58.43191052377349,16
1,2008-07-18,80.0,0.04,29.95,2.6,22,66.83574763380231,12
2,2008-07-18,82.0,0.05,29.94,6.8,23,60.49182252972426,18
1,2008-07-19,73.0,1.61,29.91,2.0,33,84.33777454399561,11
2,2008-07-19,75.0,1.22,29.89,1.1,23,84.45762997402925,10
1,2008-07-20,77.0,0.74,29.91,4.5,25,73.78055835142726,18
2,2008-07-20,77.0,0.43,29.89,6.1,27,73.78055835142726,18
1,2008-07-21,76.0,0.13,29.92,3.3,3,68.74348058795903,15
2,2008-07-21,77.0,0.13,29.9,2.4,2,68.85131182953751,14
1,2008-07-22,70.0,0.05,30.0,8.2,3,68.08568039805756,14
2,2008-07-22,71.0,0.06,29.98,8.6,3,70.66407678830186,9
1,2008-07-23,71.0,0.0,30.1,7.6,2,51.032969620861465,21
2,2008-07-23,71.0,0.0,30.08,8.3,36,51.032969620861465,21
1,2008-07-24,71.0,0.0,30.05,3.9,24,52.9455799128056,23
2,2008-07-24,71.0,0.0,30.04,4.3,24,51.032969620861465,22
1,2008-07-25,72.0,0.0,29.99,5.5,23,73.30604125769314,21
2,2008-07-25,75.0,0.0,29.98,6.8,22,66.2685023428559,19
1,2008-07-26,75.0,0.0,29.94,8.5,31,55.478623420120435,19
2,2008-07-26,76.0,0.0,29.92,6.9,30,53.65818551881196,18
1,2008-07-27,73.0,0.0,29.89,5.9,24,59.331653227294,21
2,2008-07-27,73.0,0.0,29.87,5.9,24,59.331653227294,20
1,2008-07-28,76.0,0.0,29.87,4.0,7,64.09401267655079,19
2,2008-07-28,77.0,0.0,29.85,4.4,10,61.99943468829765,14
1,2008-07-29,77.0,0.05,29.85,6.4,20,71.27854110531861,23
2,2008-07-29,80.0,0.23,29.83,5.9,20,64.56924007445551,19
1,2008-07-30,81.0,0.0,29.75,7.8,27,58.300877006286115,17
2,2008-07-30,81.0,0.0,29.73,8.8,27,62.49310523138112,18
1,2008-07-31,81.0,0.14,29.76,4.9,27,62.49310523138112,17
2,2008-07-31,80.0,0.5,29.74,5.6,27,69.17177159414872,18
1,2008-08-01,79.0,1.05,29.79,3.1,31,69.06545459318414,21
2,2008-08-01,81.0,0.0,29.77,1.9,6,66.9476486991263,17
1,2008-08-02,73.0,0.0,29.93,8.4,3,61.497214552500836,16
2,2008-08-02,74.0,0.0,29.9,8.6,3,61.62357940507553,12
1,2008-08-03,73.0,0.0,29.96,5.3,18,66.03794268369873,23
2,2008-08-03,74.0,0.0,29.94,5.2,19,63.85321833711421,22
1,2008-08-04,79.0,2.43,29.9,3.1,18,69.06545459318414,17
2,2008-08-04,79.0,0.59,29.89,2.9,19,71.47941063428179,19
1,2008-08-05,78.0,0.0,29.93,6.2,31,68.9586355825529,18
2,2008-08-05,80.0,0.08,29.91,2.9,31,69.17177159414872,17
1,2008-08-06,76.0,0.0,30.0,6.8,30,57.63777364205565,17
2,2008-08-06,76.0,0.01,29.98,5.4,29,57.63777364205565,17
1,2008-08-07,73.0,0.0,29.98,7.8,34,55.200930061577466,18
2,2008-08-07,72.0,0.01,29.96,7.1,35,59.200051291818134,18
1,2008-08-08,71.0,0.0,30.01,4.5,2,54.92109027968242,16
2,2008-08-08,71.0,0.0,29.99,3.5,1,54.92109027968242,14
1,2008-08-09,71.0,0.05,29.92,2.6,31,63.48799386001066,18
2,2008-08-09,70.0,0.05,29.91,3.8,28,65.6881130066995,17
1,2008-08-10,66.0,0.0,30.02,8.4,2,60.59729912087231,16
2,2008-08-10,68.0,0.0,30.0,10.2,2,58.6681533097432,13
1,2008-08-11,68.0,0.0,30.02,3.9,5,67.862227088827,18
2,2008-08-11,68.0,0.0,30.01,3.5,5,67.862227088827,16
1,2008-08-12,69.0,0.0,29.9,3.3,10,65.5704282115032,16
2,2008-08-12,70.0,0.0,29.89,3.3,10,63.365166672408776,15
1,2008-08-13,73.0,0.06,29.84,3.0,7,61.497214552500836,13
2,2008-08-13,72.0,0.05,29.82,3.1,8,63.61027648899768,11
1,2008-08-14,71.0,0.0,29.93,7.3,3,68.19661499378506,16
2,2008-08-14,72.0,0.05,29.91,7.7,3,65.92186752183055,13
1,2008-08-15,70.0,0.0,30.13,6.9,3,56.82433111207962,17
2,2008-08-15,70.0,0.0,30.11,7.5,4,58.9352047117653,17
1,2008-08-16,71.0,0.0,30.13,5.7,29,52.9455799128056,25
2,2008-08-16,71.0,0.0,30.11,5.5,29,52.9455799128056,23
1,2008-08-17,74.0,0.0,30.01,7.9,26,61.62357940507553,21
2,2008-08-17,74.0,0.0,30.0,8.5,25,59.462710501950724,22
1,2008-08-18,75.0,0.0,29.98,7.2,27,53.516718000609906,20
2,2008-08-18,75.0,0.0,29.97,6.6,26,55.478623420120435,20
1,2008-08-19,73.0,0.0,30.08,5.9,4,73.4018982652604,19
2,2008-08-19,75.0,0.0,30.05,4.9,5,68.63513909818117,19
1,2008-08-20,73.0,0.0,30.12,6.0,9,63.73201712765311,16
2,2008-08-20,74.0,0.0,30.1,7.3,10,59.462710501950724,14
1,2008-08-21,75.0,0.05,30.03,6.5,15,61.74940279437605,14
2,2008-08-21,76.0,0.05,30.02,6.5,14,57.63777364205565,13
1,2008-08-22,78.0,0.09,30.03,12.7,19,71.37921957347292,11
2,2008-08-22,80.0,0.05,30.02,11.1,19,69.17177159414872,9
1,2008-08-23,78.0,0.0,30.02,7.6,25,66.61040543490469,19
2,2008-08-23,80.0,0.0,30.0,8.3,24,66.83574763380231,21
1,2008-08-24,70.0,0.0,30.05,7.7,3,63.365166672408776,14
2,2008-08-24,72.0,0.0,30.03,8.7,3,59.200051291818134,13
1,2008-08-25,69.0,0.0,30.08,11.1,5,58.80195570405912,10
2,2008-08-25,70.0,0.0,30.06,12.7,5,61.11484738287635,8
1,2008-08-26,69.0,0.0,30.03,7.7,7,58.80195570405912,15
2,2008-08-26,68.0,0.0,30.01,7.9,7,63.1178683132514,14
1,2008-08-27,72.0,0.0,29.93,4.6,7,57.09764985646776,22
2,2008-08-27,71.0,0.0,29.91,4.2,9,61.24285092838859,22
1,2008-08-28,72.0,0.06,29.82,5.7,19,75.92400854975992,17
2,2008-08-28,74.0,0.02,29.8,5.7,19,73.49727560438572,14
1,2008-08-29,75.0,0.04,29.93,3.5,35,55.478623420120435,21
2,2008-08-29,76.0,0.05,29.91,3.6,2,59.72319979400966,17
1,2008-08-30,72.0,0.0,30.09,2.6,24,55.06127932824511,31
2,2008-08-30,74.0,0.0,30.07,2.0,23,51.47113160447879,26
1,2008-08-31,75.0,0.0,30.13,4.8,13,51.61615166182241,30
2,2008-08-31,77.0,0.0,30.11,4.8,12,50.06913005585009,24
1,2008-09-01,76.0,0.0,30.09,7.0,14,46.4176905261899,28
2,2008-09-01,78.0,0.0,30.07,7.7,12,43.43938361005759,22
1,2008-09-02,80.0,0.0,30.02,3.2,21,52.333551547067955,29
2,2008-09-02,82.0,0.05,30.0,2.8,17,49.028793104657076,27
1,2008-09-03,72.0,0.02,30.02,9.8,1,65.92186752183055,11
2,2008-09-03,73.0,0.0,29.99,11.2,1,68.41691426823859,9
1,2008-09-04,64.0,2.9,29.82,11.6,3,89.96762242449134,6
2,2008-09-04,66.0,2.68,29.8,11.2,3,90.04829834149889,5
1,2008-09-05,64.0,0.0,29.93,5.9,34,75.20368187494536,13
2,2008-09-05,63.0,0.01,29.92,4.3,32,83.71793757023292,10
1,2008-09-06,64.0,0.01,29.98,4.9,27,69.92407087163488,21
2,2008-09-06,65.0,0.05,29.98,5.1,28,67.52304382783947,18
1,2008-09-07,65.0,0.0,30.06,6.4,26,60.46651653500821,19
2,2008-09-07,66.0,0.01,30.05,7.0,26,60.59729912087231,16
1,2008-09-08,60.0,1.23,30.11,4.6,34,74.8321153850704,15
2,2008-09-08,62.0,1.01,30.1,4.9,33,75.0188691101976,17
1,2008-09-09,59.0,0.0,30.17,3.9,36,59.66991325554808,20
2,2008-09-09,59.0,0.01,30.17,3.1,36,61.97738545522772,19
1,2008-09-10,60.0,0.0,30.21,4.3,14,64.4865432018204,24
2,2008-09-10,61.0,0.0,30.2,4.0,14,59.937731910787726,22
1,2008-09-11,67.0,0.05,30.08,8.9,18,70.2443249811605,24
2,2008-09-11,68.0,0.0,30.07,8.6,18,67.862227088827,22
1,2008-09-12,71.0,0.37,29.96,6.0,22,87.18547860601393,4
2,2008-09-12,71.0,0.62,29.95,6.6,23,90.24586070278227,4
1,2008-09-13,72.0,6.64,29.71,6.4,21,90.28468000981043,7
2,2008-09-13,73.0,3.07,29.7,7.2,22,93.45334388438658,8
1,2008-09-14,65.0,1.44,29.67,7.7,31,86.87834727482601,14
2,2008-09-14,65.0,1.75,29.66,7.2,32,90.0080801386818,14
1,2008-09-15,58.0,0.05,30.1,5.7,34,77.46588457018464,10
2,2008-09-15,60.0,0.01,30.09,5.9,33,77.63666850272651,10
1,2008-09-16,60.0,0.0,30.19,5.3,23,69.489658073114,22
2,2008-09-16,61.0,0.0,30.18,5.3,24,67.06320485667815,21
1,2008-09-17,70.0,0.0,30.18,2.1,29,61.11484738287635,25
2,2008-09-17,71.0,0.0,30.17,2.2,28,59.06790251386605,25
1,2008-09-18,65.0,0.0,30.28,6.1,9,70.0313463066751,18
2,2008-09-18,68.0,0.0,30.27,7.2,9,65.4522014127624,12
1,2008-09-19,66.0,0.0,30.2,5.8,19,65.21411080812129,23
2,2008-09-19,69.0,0.0,30.19,6.1,18,56.686850696229826,21
1,2008-09-20,69.0,0.0,30.17,1.7,16,65.5704282115032,26
2,2008-09-20,71.0,0.0,30.16,2.3,12,59.06790251386605,23
1,2008-09-21,69.0,0.0,30.26,3.8,5,75.65738210974907,22
2,2008-09-21,70.0,0.0,30.24,3.0,9,73.11287661442077,20
1,2008-09-22,71.0,0.0,30.31,6.9,11,65.80525853476206,20
2,2008-09-22,73.0,0.0,30.3,6.7,12,61.497214552500836,19
1,2008-09-23,71.0,0.0,30.29,7.0,15,61.24285092838859,23
2,2008-09-23,73.0,0.0,30.28,6.6,15,55.200930061577466,20
1,2008-09-24,70.0,0.2,30.27,2.6,23,68.08568039805756,25
2,2008-09-24,72.0,0.0,30.25,2.7,21,59.200051291818134,20
1,2008-09-25,70.0,0.0,30.27,6.9,4,73.11287661442077,14
2,2008-09-25,72.0,0.0,30.25,5.4,4,68.30702534158651,12
1,2008-09-26,69.0,0.0,30.16,3.0,6,60.98629282649291,20
2,2008-09-26,69.0,0.0,30.14,3.5,6,58.80195570405912,18
1,2008-09-27,67.0,0.0,30.06,1.0,3,62.99339197054547,28
2,2008-09-27,68.0,0.0,30.04,1.6,7,60.85718486364794,25
1,2008-09-28,63.0,0.0,30.13,7.2,4,80.75739772075792,11
2,2008-09-28,65.0,0.0,30.11,7.3,4,75.29536806936338,9
1,2008-09-29,59.0,0.82,30.0,3.5,33,86.56035214336595,10
2,2008-09-29,61.0,0.11,29.99,1.6,33,86.66758799080085,9
1,2008-09-30,54.0,0.0,29.95,11.4,31,68.82176797454129,11
2,2008-09-30,55.0,0.01,29.94,9.3,31,68.93446223129908,13
1,2008-10-01,54.0,0.0,29.97,11.2,33,58.99021804785905,15
2,2008-10-01,54.0,0.0,29.96,10.9,33,61.32375039179685,16
1,2008-10-02,52.0,0.0,29.91,8.7,28,63.48458878826907,19
2,2008-10-02,53.0,0.0,29.92,9.5,28,61.191266511012884,19
1,2008-10-03,52.0,0.01,30.05,6.5,3,68.594699094363,16
2,2008-10-03,54.0,0.01,30.04,6.0,6,66.23707095046817,10
1,2008-10-04,50.0,0.0,30.23,3.2,11,63.2282577927222,23
2,2008-10-04,51.0,0.0,30.23,3.1,11,63.356719744112056,18
1,2008-10-05,51.0,0.06,30.25,5.6,11,73.96703003763615,20
2,2008-10-05,54.0,0.03,30.24,6.5,11,61.32375039179685,15
1,2008-10-06,62.0,0.0,30.23,10.5,11,57.853595808149635,15
2,2008-10-06,63.0,0.0,30.23,8.9,12,53.77999626270204,14
1,2008-10-07,60.0,0.8,30.01,10.3,13,74.8321153850704,7
2,2008-10-07,61.0,0.86,30.01,9.5,14,72.21911321893865,9
1,2008-10-08,57.0,0.19,29.85,7.5,26,80.3057586215734,14
2,2008-10-08,58.0,0.29,29.86,7.4,26,80.38207937927257,11
1,2008-10-09,58.0,0.0,30.05,5.5,29,47.19571875573779,22
2,2008-10-09,59.0,0.0,30.05,3.9,29,47.35154704688062,21
1,2008-10-10,57.0,0.0,30.18,4.8,11,57.15918089979204,30
2,2008-10-10,60.0,0.0,30.17,5.3,11,49.386134954990304,27
1,2008-10-11,65.0,0.0,30.24,4.2,14,58.263404009012845,28
2,2008-10-11,68.0,0.0,30.24,3.9,14,52.51165450423614,25
1,2008-10-12,71.0,0.0,30.27,4.3,15,59.06790251386605,27
2,2008-10-12,74.0,0.0,30.26,5.8,16,49.62759761861734,24
1,2008-10-13,69.0,0.0,30.21,7.7,20,67.97421871424493,16
2,2008-10-13,72.0,0.0,30.2,8.3,20,59.200051291818134,15
1,2008-10-14,61.0,0.05,30.22,2.0,30,51.480360585912535,16
2,2008-10-14,63.0,0.05,30.21,1.5,34,47.96972029596404,15
1,2008-10-15,55.0,0.3,30.06,4.2,32,83.19617868528599,16
2,2008-10-15,57.0,0.24,30.05,3.6,32,80.3057586215734,14
1,2008-10-16,51.0,0.0,30.25,6.1,35,60.92452053907438,16
2,2008-10-16,52.0,0.0,30.24,6.7,35,61.058190785103065,15
1,2008-10-17,50.0,0.0,30.26,6.2,36,65.75242568076895,14
2,2008-10-17,50.0,0.05,30.25,5.8,36,68.36536838876128,12
1,2008-10-18,52.0,0.05,30.32,2.1,7,63.48458878826907,17
2,2008-10-18,53.0,0.14,30.32,2.4,7,63.61186782925381,14
1,2008-10-19,51.0,0.0,30.24,12.0,19,58.575345146391214,22
2,2008-10-19,53.0,0.0,30.25,10.6,19,54.411066100116514,18
1,2008-10-20,49.0,0.18,30.21,4.0,31,76.67403248521762,12
2,2008-10-20,50.0,0.31,30.21,3.2,31,76.76394335154728,12
1,2008-10-21,47.0,0.0,30.37,7.1,2,62.83928533439729,17
2,2008-10-21,47.0,0.0,30.37,6.7,3,68.01707483049658,16
1,2008-10-22,44.0,0.0,30.39,12.1,12,57.58630607244758,17
2,2008-10-22,47.0,0.0,30.4,12.0,12,49.337280435516185,14
1,2008-10-23,50.0,0.16,30.27,11.5,12,58.43586370505914,17
2,2008-10-23,50.0,0.09,30.27,10.6,12,53.96805096116989,20
1,2008-10-24,49.0,0.32,29.96,5.3,19,82.78885643164726,10
2,2008-10-24,51.0,0.63,29.97,5.6,20,76.85336482983688,11
1,2008-10-25,48.0,0.05,29.77,11.9,22,73.66941748621115,10
2,2008-10-25,48.0,0.05,29.79,12.8,23,76.5836289292619,10
1,2008-10-26,47.0,0.05,29.8,17.2,27,55.726626944743195,19
2,2008-10-26,46.0,0.01,29.81,17.5,27,62.70842255443885,20
1,2008-10-27,40.0,0.05,30.2,13.7,31,59.41414120922067,14
2,2008-10-27,41.0,0.05,30.21,13.4,31,59.55452861822658,13
1,2008-10-28,38.0,0.0,30.29,10.5,30,54.38603340859517,14
2,2008-10-28,39.0,0.0,30.31,9.9,30,52.298209610965074,13
1,2008-10-29,42.0,0.0,30.21,3.7,32,48.545402649206295,19
2,2008-10-29,42.0,0.0,30.22,1.7,29,50.61410769880682,18
1,2008-10-30,47.0,0.0,30.31,10.5,19,55.726626944743195,31
2,2008-10-30,49.0,0.0,30.33,9.3,19,49.650097240354924,29
1,2008-10-31,59.0,0.0,30.3,5.7,22,61.97738545522772,22
2,2008-10-31,60.0,0.0,30.3,6.0,22,59.80411012425675,22
1,2009-05-01,53.0,0.02,29.98,8.4,29,61.191266511012884,14
2,2009-05-01,55.0,0.04,29.98,8.1,29,61.455645098499886,14
1,2009-05-02,55.0,0.0,29.94,8.8,26,43.137085499910384,22
2,2009-05-02,55.0,0.0,29.95,9.2,27,44.8993561106211,20
1,2009-05-03,57.0,0.0,29.92,3.9,26,41.76036902871628,27
2,2009-05-03,58.0,0.0,29.92,4.7,26,41.9216750537657,25
1,2009-05-04,57.0,0.0,30.02,6.5,9,41.76036902871628,27
2,2009-05-04,60.0,0.0,30.02,7.1,9,40.60688188071652,21
1,2009-05-05,60.0,0.0,29.95,5.5,13,47.50686073377498,22
2,2009-05-05,62.0,0.0,29.95,5.1,12,46.004384039886375,16
1,2009-05-06,63.0,0.67,29.79,6.5,19,64.85284088269587,24
2,2009-05-06,66.0,0.86,29.8,6.2,19,58.39887964098753,19
1,2009-05-07,67.0,0.19,29.73,8.5,25,58.53379534850804,21
2,2009-05-07,67.0,0.03,29.74,8.2,24,60.72752109564434,21
1,2009-05-08,65.0,0.02,29.68,4.9,21,65.0942414787659,24
2,2009-05-08,66.0,0.01,29.67,4.4,20,67.63664253243361,17
1,2009-05-09,55.0,0.05,29.87,6.8,29,66.35678878575852,17
2,2009-05-09,55.0,0.0,29.87,4.7,28,66.35678878575852,19
1,2009-05-10,54.0,0.0,30.11,4.7,30,56.735596099294085,27
