station,date,tmax,tmin,tavg,dewpoint,preciptotal,stnpressure,sealevel,avgspeed,raining,misty,humidity,trange
1,2008-09-29,64,54,59.0,55,0.82,29.26,30.0,4.8,1,1,86.56035214336595,10
2,2008-09-29,65,56,61.0,57,0.11,29.31,29.99,4.4,1,1,86.66758799080085,9
1,2008-09-30,59,48,54.0,44,0.0,29.21,29.95,11.5,0,0,68.82176797454129,11
2,2008-09-30,61,48,55.0,45,0.01,29.27,29.94,9.5,0,0,68.93446223129908,13
1,2008-10-01,61,46,54.0,40,0.0,29.24,29.97,11.1,0,0,58.99021804785905,15
2,2008-10-01,62,46,54.0,41,0.0,29.3,29.96,11.0,0,0,61.32375039179685,16
1,2008-10-02,61,42,52.0,40,0.0,29.18,29.91,9.2,0,0,63.48458878826907,19
2,2008-10-02,62,43,53.0,40,0.0,29.24,29.92,10.1,0,0,61.191266511012884,19
1,2008-10-03,60,44,52.0,42,0.01,29.34,30.05,7.7,1,0,68.594699094363,16
2,2008-10-03,59,49,54.0,43,0.01,29.4,30.04,8.3,1,0,66.23707095046817,10
1,2008-10-04,61,38,50.0,38,0.0,29.51,30.23,4.4,0,0,63.2282577927222,23
2,2008-10-04,60,42,51.0,39,0.0,29.57,30.23,4.3,0,0,63.356719744112056,18
1,2008-10-05,61,41,51.0,43,0.06,29.51,30.25,6.6,1,0,73.96703003763615,20
2,2008-10-05,61,46,54.0,41,0.03,29.57,30.24,7.2,1,0,61.32375039179685,15
1,2008-10-06,69,54,62.0,47,0.0,29.49,30.23,10.7,0,0,57.853595808149635,15
2,2008-10-06,70,56,63.0,46,0.0,29.55,30.23,9.1,0,0,53.77999626270204,14
1,2008-10-07,63,56,60.0,52,0.8,29.24,30.01,11.3,1,1,74.8321153850704,7
2,2008-10-07,65,56,61.0,52,0.86,29.31,30.01,10.9,1,1,72.21911321893865,9
1,2008-10-08,64,50,57.0,51,0.19,29.13,29.85,8.1,1,1,80.3057586215734,14
2,2008-10-08,63,52,58.0,52,0.29,29.2,29.86,8.3,1,1,80.38207937927257,11
1,2008-10-09,69,47,58.0,38,0.0,29.36,30.05,5.8,0,0,47.19571875573779,22
2,2008-10-09,69,48,59.0,39,0.0,29.41,30.05,4.8,0,0,47.35154704688062,21
1,2008-10-10,72,42,57.0,42,0.0,29.47,30.18,6.7,0,0,57.15918089979204,30
2,2008-10-10,73,46,60.0,41,0.0,29.52,30.17,6.1,0,0,49.386134954990304,27
1,2008-10-11,79,51,65.0,50,0.0,29.52,30.24,5.0,0,0,58.263404009012845,28
2,2008-10-11,80,55,68.0,50,0.0,29.58,30.24,5.0,0,0,52.51165450423614,25
1,2008-10-12,84,57,71.0,56,0.0,29.55,30.27,5.1,0,1,59.06790251386605,27
2,2008-10-12,86,62,74.0,54,0.0,29.61,30.26,6.3,0,0,49.62759761861734,24
1,2008-10-13,77,61,69.0,58,0.0,29.47,30.21,8.1,0,0,67.97421871424493,16
2,2008-10-13,79,64,72.0,57,0.0,29.54,30.2,8.7,0,0,59.200051291818134,15
1,2008-10-14,69,53,61.0,43,0.0,29.49,30.22,6.8,1,0,51.480360585912535,16
2,2008-10-14,70,55,63.0,43,0.0,29.54,30.21,7.2,0,0,47.96972029596404,15
1,2008-10-15,63,47,55.0,50,0.3,29.34,30.06,6.3,1,1,83.19617868528599,16
2,2008-10-15,64,50,57.0,51,0.24,29.39,30.05,6.8,1,1,80.3057586215734,14
1,2008-10-16,59,43,51.0,38,0.0,29.52,30.25,7.5,0,0,60.92452053907438,16
2,2008-10-16,59,44,52.0,39,0.0,29.57,30.24,8.0,0,0,61.058190785103065,15
1,2008-10-17,57,43,50.0,39,0.0,29.53,30.26,7.2,0,0,65.75242568076895,14
2,2008-10-17,56,44,50.0,40,0.0,29.59,30.25,7.2,0,0,68.36536838876128,12
1,2008-10-18,60,43,52.0,40,0.05,29.58,30.32,6.1,1,1,63.48458878826907,17
2,2008-10-18,60,46,53.0,41,0.14,29.65,30.32,5.3,1,1,63.61186782925381,14
1,2008-10-19,62,40,51.0,37,0.0,29.49,30.24,12.4,0,0,58.575345146391214,22
2,2008-10-19,62,44,53.0,37,0.0,29.57,30.25,10.9,0,0,54.411066100116514,18
1,2008-10-20,55,43,49.0,42,0.18,29.48,30.21,7.6,1,1,76.67403248521762,12
2,2008-10-20,56,44,50.0,43,0.31,29.54,30.21,7.4,1,1,76.76394335154728,12
1,2008-10-21,55,38,47.0,35,0.0,29.64,30.37,8.7,0,0,62.83928533439729,17
2,2008-10-21,55,39,47.0,37,0.0,29.7,30.37,9.2,0,0,68.01707483049658,16
1,2008-10-22,52,35,44.0,30,0.0,29.65,30.39,13.1,0,0,57.58630607244758,17
2,2008-10-22,54,40,47.0,29,0.0,29.71,30.4,12.6,0,0,49.337280435516185,14
1,2008-10-23,58,41,50.0,36,0.16,29.5,30.27,11.8,1,0,58.43586370505914,17
2,2008-10-23,60,40,50.0,34,0.09,29.56,30.27,10.8,1,0,53.96805096116989,20
1,2008-10-24,54,44,49.0,44,0.32,29.18,29.96,6.1,1,1,82.78885643164726,10
2,2008-10-24,56,45,51.0,44,0.63,29.25,29.97,6.9,1,1,76.85336482983688,11
1,2008-10-25,53,43,48.0,40,0.0,29.02,29.77,12.3,1,1,73.66941748621115,10
2,2008-10-25,53,43,48.0,41,0.0,29.09,29.79,13.2,0,0,76.5836289292619,10
1,2008-10-26,56,37,47.0,32,0.0,29.1,29.8,17.8,1,0,55.726626944743195,19
2,2008-10-26,56,36,46.0,34,0.01,29.17,29.81,18.4,1,0,62.70842255443885,20
1,2008-10-27,47,33,40.0,27,0.0,29.51,30.2,14.4,0,0,59.41414120922067,14
2,2008-10-27,47,34,41.0,28,0.0,29.57,30.21,13.9,1,0,59.55452861822658,13
1,2008-10-28,45,31,38.0,23,0.0,29.54,30.29,10.9,0,0,54.38603340859517,14
2,2008-10-28,45,32,39.0,23,0.0,29.6,30.31,10.3,0,0,52.298209610965074,13
1,2008-10-29,51,32,42.0,24,0.0,29.47,30.21,6.2,0,0,48.545402649206295,19
2,2008-10-29,51,33,42.0,25,0.0,29.54,30.22,6.1,0,0,50.61410769880682,18
1,2008-10-30,62,31,47.0,32,0.0,29.57,30.31,10.4,0,0,55.726626944743195,31
2,2008-10-30,63,34,49.0,31,0.0,29.65,30.33,9.4,0,0,49.650097240354924,29
1,2008-10-31,70,48,59.0,46,0.0,29.57,30.3,7.4,0,0,61.97738545522772,22
2,2008-10-31,71,49,60.0,46,0.0,29.64,30.3,7.9,0,1,59.80411012425675,22
1,2009-05-01,60,46,53.0,40,0.02,29.26,29.98,8.5,1,0,61.191266511012884,14
2,2009-05-01,62,48,55.0,42,0.04,29.33,29.98,8.6,1,0,61.455645098499886,14
1,2009-05-02,66,44,55.0,33,0.0,29.21,29.94,9.2,0,0,43.137085499910384,22
2,2009-05-02,65,45,55.0,34,0.0,29.28,29.95,9.5,0,0,44.8993561106211,20
1,2009-05-03,70,43,57.0,34,0.0,29.19,29.92,4.9,0,0,41.76036902871628,27
2,2009-05-03,70,45,58.0,35,0.0,29.26,29.92,4.8,0,0,41.9216750537657,25
1,2009-05-04,70,43,57.0,34,0.0,29.31,30.02,7.6,0,0,41.76036902871628,27
2,2009-05-04,70,49,60.0,36,0.0,29.37,30.02,8.4,0,0,40.60688188071652,21
1,2009-05-05,71,49,60.0,40,0.0,29.22,29.95,6.0,0,0,47.50686073377498,22
2,2009-05-05,70,54,62.0,41,0.0,29.28,29.95,5.9,0,0,46.004384039886375,16
1,2009-05-06,75,51,63.0,51,0.67,29.05,29.79,8.1,1,1,64.85284088269587,24
2,2009-05-06,75,56,66.0,51,0.86,29.13,29.8,7.2,1,1,58.39887964098753,19
1,2009-05-07,77,56,67.0,52,0.19,29.01,29.73,10.3,1,1,58.53379534850804,21
2,2009-05-07,77,56,67.0,53,0.03,29.08,29.74,9.2,1,1,60.72752109564434,21
1,2009-05-08,77,53,65.0,53,0.02,28.94,29.68,6.0,1,0,65.0942414787659,24
2,2009-05-08,74,57,66.0,55,0.01,29.0,29.67,6.1,0,1,67.63664253243361,17
1,2009-05-09,63,46,55.0,44,0.0,29.19,29.87,11.8,0,0,66.35678878575852,17
2,2009-05-09,64,45,55.0,44,0.0,29.26,29.87,11.3,0,0,66.35678878575852,19
1,2009-05-10,67,40,54.0,39,0.0,29.41,30.11,8.4,0,0,56.735596099294085,27
2,2009-05-10,67,43,55.0,40,0.02,29.47,30.11,9.0,1,0,56.877374043567855,24
1,2009-05-11,61,39,50.0,35,0.0,29.47,30.2,4.6,0,0,56.1626043057132,22
2,2009-05-11,61,40,51.0,34,0.0,29.53,30.2,4.5,0,0,52.001711640014,21
1,2009-05-12,71,39,55.0,34,0.0,29.38,30.13,9.6,0,0,44.8993561106211,32
2,2009-05-12,72,44,58.0,32,0.0,29.44,30.13,9.5,0,0,37.17664092117185,28
1,2009-05-13,70,53,62.0,56,0.55,29.01,29.76,16.4,1,1,80.6831624196819,17
2,2009-05-13,71,54,63.0,58,1.03,29.08,29.77,14.8,1,1,83.71793757023292,17
1,2009-05-14,68,53,61.0,44,0.0,29.31,30.0,10.7,0,0,53.489222585624475,15
2,2009-05-14,69,55,62.0,44,0.0,29.38,30.0,11.3,0,0,51.629312036145016,14
1,2009-05-15,61,52,57.0,51,0.39,29.28,30.0,8.8,1,1,80.3057586215734,9
2,2009-05-15,63,55,59.0,52,0.7,29.34,29.99,5.8,1,1,77.55150691172038,8
1,2009-05-16,62,45,54.0,40,0.0,29.36,30.05,12.5,0,1,58.99021804785905,17
2,2009-05-16,62,47,55.0,41,0.04,29.41,30.05,12.4,1,1,59.1273266011467,15
1,2009-05-17,63,39,51.0,27,0.0,29.6,30.32,6.2,0,0,39.1387442315929,24
2,2009-05-17,59,41,50.0,28,0.0,29.67,30.32,6.5,0,0,42.32526204728193,18
1,2009-05-18,66,40,53.0,33,0.0,29.54,30.29,9.9,0,0,46.408839010595536,26
2,2009-05-18,67,45,56.0,30,0.0,29.62,30.3,9.5,0,0,36.84958888644253,22
1,2009-05-19,80,52,66.0,44,0.0,29.48,30.21,13.8,0,0,44.881504027025485,28
2,2009-05-19,80,54,67.0,43,0.0,29.55,30.22,12.4,0,0,41.72497773363671,26
1,2009-05-20,84,61,73.0,44,0.0,29.4,30.13,14.6,0,0,35.32318215305072,23
2,2009-05-20,85,61,73.0,43,0.0,29.47,30.13,12.1,0,0,33.99657101708635,24
1,2009-05-21,84,60,72.0,49,0.0,29.38,30.09,12.8,0,0,44.13262654104418,24
2,2009-05-21,85,60,73.0,48,0.0,29.44,30.09,10.9,0,0,41.09857475841559,25
1,2009-05-22,69,53,61.0,46,0.0,29.46,30.18,10.7,0,0,57.71585872986358,16
2,2009-05-22,70,56,63.0,47,0.0,29.5,30.16,10.6,0,0,55.85035151680261,14
1,2009-05-23,80,50,65.0,50,0.0,29.33,30.06,5.7,0,0,58.263404009012845,30
2,2009-05-23,79,55,67.0,51,0.0,29.39,30.05,5.5,0,0,56.41023806472434,24
1,2009-05-24,71,55,63.0,46,0.0,29.34,30.07,11.0,0,0,53.77999626270204,16
2,2009-05-24,70,56,63.0,47,0.0,29.39,30.05,10.8,0,0,55.85035151680261,14
1,2009-05-25,67,54,61.0,43,0.04,29.28,30.02,10.8,1,0,51.480360585912535,13
2,2009-05-25,64,56,60.0,46,0.08,29.33,30.0,9.5,1,0,59.80411012425675,8
1,2009-05-26,74,53,64.0,51,1.73,29.08,29.82,7.8,1,1,62.61662312402425,21
2,2009-05-26,76,56,66.0,54,1.38,29.13,29.81,6.8,1,1,65.21411080812129,20
1,2009-05-27,73,55,64.0,58,0.02,28.95,29.68,7.2,1,1,80.83122457253185,18
2,2009-05-27,75,58,67.0,60,0.0,29.02,29.67,8.3,1,1,78.22015326882769,17
1,2009-05-28,62,54,58.0,51,0.0,29.06,29.76,8.1,0,0,77.46588457018464,8
2,2009-05-28,64,55,60.0,51,0.0,29.11,29.75,8.3,0,0,72.11726864156499,9
1,2009-05-29,74,50,62.0,49,0.0,29.17,29.88,6.9,0,0,62.362634612270064,24
2,2009-05-29,77,55,66.0,49,0.0,29.23,29.87,6.8,0,0,54.212011086396494,22
1,2009-05-30,79,50,65.0,46,0.0,29.09,29.81,6.8,1,0,50.14258417997887,29
2,2009-05-30,79,53,66.0,46,0.0,29.15,29.8,6.6,0,0,48.42797148268488,26
1,2009-05-31,73,45,59.0,41,0.0,29.21,29.94,4.6,0,0,51.180822118910676,28
2,2009-05-31,72,49,61.0,43,0.0,29.26,29.93,6.3,0,0,51.480360585912535,23
1,2009-06-01,78,51,65.0,53,0.44,29.19,29.89,11.1,1,0,65.0942414787659,27
2,2009-06-01,80,52,66.0,54,0.83,29.25,29.88,10.0,1,0,65.21411080812129,28
1,2009-06-02,60,48,54.0,46,0.12,29.36,30.09,8.0,1,1,74.2599582859819,12
2,2009-06-02,61,50,56.0,47,0.06,29.42,30.07,9.2,1,1,71.70467055718281,11
1,2009-06-03,61,43,52.0,39,0.0,29.42,30.15,10.7,0,0,61.058190785103065,18
2,2009-06-03,61,47,54.0,40,0.0,29.47,30.13,11.4,0,0,58.99021804785905,14
1,2009-06-04,68,42,55.0,37,0.0,29.31,30.05,5.9,0,0,50.5751675874962,26
2,2009-06-04,68,47,58.0,38,0.0,29.36,30.05,6.4,0,0,47.19571875573779,21
1,2009-06-05,79,44,62.0,44,0.0,29.18,29.91,6.7,0,0,51.629312036145016,35
2,2009-06-05,80,47,64.0,43,0.0,29.23,29.91,7.2,0,0,46.31565643470044,33
1,2009-06-06,63,51,57.0,45,0.02,29.2,29.93,7.7,0,0,64.11514175131302,12
2,2009-06-06,66,55,61.0,48,0.0,29.26,29.92,7.2,1,0,62.234789710613825,11
1,2009-06-07,73,52,63.0,53,0.04,29.14,29.87,6.9,0,1,69.81626736440232,21
2,2009-06-07,74,56,65.0,54,0.0,29.21,29.86,7.7,1,1,67.52304382783947,18
1,2009-06-08,80,52,66.0,60,0.45,29.06,29.77,9.2,1,1,80.97766421415629,28
2,2009-06-08,82,55,69.0,61,0.3,29.11,29.76,10.0,1,1,75.65738210974907,27
1,2009-06-09,67,55,61.0,53,0.0,29.23,29.94,6.3,1,1,74.92573641260748,12
2,2009-06-09,67,56,62.0,53,0.0,29.29,29.94,7.9,1,1,72.32044209638802,11
1,2009-06-10,67,54,61.0,49,0.01,29.15,29.89,8.7,1,0,64.60920574472077,13
2,2009-06-10,67,55,61.0,50,0.04,29.21,29.88,9.2,1,0,67.06320485667815,12
1,2009-06-11,64,53,59.0,51,0.01,29.11,29.83,10.3,1,1,74.73800291133466,11
2,2009-06-11,60,53,57.0,53,1.14,29.17,29.82,9.0,1,1,86.4518537432475,7
1,2009-06-12,74,49,62.0,49,0.0,29.24,29.95,5.8,1,0,62.362634612270064,25
2,2009-06-12,72,50,61.0,49,0.0,29.3,29.95,6.7,0,0,64.60920574472077,22
1,2009-06-13,68,54,61.0,51,0.33,29.28,30.0,6.7,1,1,69.59906401503227,14
2,2009-06-13,66,56,61.0,52,0.31,29.34,29.99,7.6,1,0,72.21911321893865,10
1,2009-06-14,77,51,64.0,48,0.0,29.29,30.01,4.7,0,0,55.99116062352123,26
2,2009-06-14,76,54,65.0,50,0.0,29.34,30.0,5.8,0,0,58.263404009012845,22
1,2009-06-15,81,53,67.0,49,0.0,29.28,30.01,6.4,0,0,52.36594383575726,28
2,2009-06-15,81,57,69.0,49,0.0,29.34,29.99,7.7,0,1,48.88163366835733,24
1,2009-06-16,71,59,65.0,55,1.23,29.15,29.89,11.8,1,1,70.0313463066751,12
2,2009-06-16,71,64,68.0,57,1.07,29.21,29.87,10.7,1,1,67.862227088827,7
1,2009-06-17,71,61,66.0,59,0.0,29.16,29.88,6.2,0,1,78.13813236389119,10
2,2009-06-17,73,63,68.0,60,0.0,29.21,29.87,6.7,0,1,75.56758222782685,10
1,2009-06-18,80,61,71.0,63,0.12,29.08,29.26,7.9,1,1,75.83559235050328,19
2,2009-06-18,81,63,72.0,64,0.11,29.15,29.79,5.8,0,1,75.92400854975992,18
1,2009-06-19,86,65,76.0,67,3.97,28.97,29.7,11.6,1,1,73.68660279143874,21
2,2009-06-19,88,66,77.0,68,0.87,29.03,29.68,10.5,1,1,73.78055835142726,22
1,2009-06-20,87,68,78.0,65,0.0,29.08,29.76,8.6,0,0,64.33267984899061,19
2,2009-06-20,88,69,79.0,65,0.0,29.13,29.74,8.6,0,0,62.247329201951004,19
1,2009-06-21,84,70,77.0,63,0.01,29.12,29.82,3.9,0,0,61.99943468829765,14
2,2009-06-21,86,71,79.0,64,0.0,29.17,29.8,3.5,1,0,60.109903291890774,15
1,2009-06-22,89,68,79.0,67,0.09,29.09,29.79,5.6,1,0,66.72333408930567,21
2,2009-06-22,89,70,80.0,67,0.06,29.15,29.77,7.2,0,0,64.56924007445551,19
1,2009-06-23,94,71,83.0,69,0.0,29.16,29.87,3.5,0,0,62.73678159623106,23
2,2009-06-23,92,75,84.0,68,0.0,29.22,29.85,4.5,0,0,58.69240620448946,17
1,2009-06-24,94,75,85.0,68,0.04,29.16,29.87,5.8,0,0,56.83537841210457,19
2,2009-06-24,93,73,83.0,68,0.78,29.21,29.85,4.3,0,1,60.6180759215565,20
1,2009-06-25,94,75,85.0,69,0.0,29.08,29.8,4.9,0,0,58.82187232391776,19
2,2009-06-25,93,76,85.0,68,0.0,29.15,29.77,4.6,0,0,56.83537841210457,17
1,2009-06-26,86,69,78.0,60,0.0,29.26,29.85,8.2,0,0,53.939550444765224,17
2,2009-06-26,86,72,79.0,61,0.0,29.2,29.83,8.0,0,0,54.07945083337518,14
1,2009-06-27,89,62,76.0,61,0.3,29.1,29.82,6.9,1,0,59.72319979400966,27
2,2009-06-27,90,67,79.0,60,0.05,29.18,29.8,6.9,1,0,52.19109419072684,23
1,2009-06-28,83,66,75.0,53,0.0,29.0,29.73,13.6,0,0,46.26619477407348,17
2,2009-06-28,83,68,76.0,53,0.0,29.08,29.71,14.6,0,0,44.74804725483461,15
1,2009-06-29,77,63,70.0,54,0.0,28.89,29.6,12.7,0,0,56.82433111207962,14
2,2009-06-29,78,65,72.0,54,0.0,28.95,29.59,14.1,0,0,53.08915754692025,13
1,2009-06-30,66,59,63.0,53,0.0,28.95,29.65,9.1,0,0,69.81626736440232,7
2,2009-06-30,68,61,65.0,53,0.0,29.0,29.64,8.3,0,0,65.0942414787659,7
1,2009-07-01,65,57,61.0,52,0.0,29.07,29.77,8.7,1,0,72.21911321893865,8
2,2009-07-01,65,57,61.0,54,0.02,29.13,29.76,7.4,1,1,77.72137240852535,8
1,2009-07-02,73,59,66.0,54,0.0,29.26,29.95,8.8,0,0,65.21411080812129,14
2,2009-07-02,73,60,67.0,55,0.0,29.31,29.94,7.6,0,0,65.33342986387333,13
1,2009-07-03,79,63,71.0,56,0.0,29.36,30.06,5.8,0,0,59.06790251386605,16
2,2009-07-03,79,62,71.0,56,0.0,29.41,30.05,6.5,0,0,59.06790251386605,17
1,2009-07-04,69,59,64.0,58,0.2,29.26,29.99,3.8,1,1,80.83122457253185,10
2,2009-07-04,69,63,66.0,58,0.12,29.31,29.98,4.7,1,1,75.38657818859312,6
1,2009-07-05,81,57,69.0,58,0.05,29.2,29.92,2.4,1,1,67.97421871424493,24
2,2009-07-05,82,61,72.0,59,0.03,29.25,29.9,2.6,0,1,63.61027648899768,21
1,2009-07-06,86,60,73.0,54,0.0,29.14,29.86,7.8,0,0,51.325595364126016,26
2,2009-07-06,85,63,74.0,54,0.0,29.2,29.84,5.5,0,0,49.62759761861734,22
1,2009-07-07,77,59,68.0,54,0.0,29.18,29.89,7.0,1,0,60.85718486364794,18
2,2009-07-07,76,65,71.0,55,0.0,29.24,29.88,7.5,0,0,56.9612635165424,11
1,2009-07-08,65,61,63.0,56,0.06,29.28,29.99,7.0,1,0,77.88941931232117,4
2,2009-07-08,68,62,65.0,55,0.17,29.34,29.98,7.4,1,0,70.0313463066751,6
1,2009-07-09,79,59,69.0,57,0.0,29.35,30.07,6.9,0,0,65.5704282115032,20
2,2009-07-09,80,63,72.0,58,0.0,29.41,30.05,7.3,0,0,61.37030585532472,17
1,2009-07-10,82,63,73.0,64,0.08,29.34,30.06,4.9,1,1,73.4018982652604,19
2,2009-07-10,84,67,76.0,65,0.12,29.41,30.04,4.6,1,1,68.74348058795903,17
1,2009-07-11,85,63,74.0,59,0.25,29.34,30.04,7.0,0,1,59.462710501950724,22
2,2009-07-11,85,68,77.0,60,1.12,29.39,30.02,7.6,0,1,55.754184100364554,17
1,2009-07-12,82,58,70.0,51,0.0,29.35,30.07,5.7,0,0,50.88587779810227,24
2,2009-07-12,82,60,71.0,50,0.0,29.41,30.05,5.2,0,0,47.38959457661924,22
1,2009-07-13,79,61,70.0,46,0.0,29.36,30.07,5.8,0,0,42.19772458011855,18
2,2009-07-13,78,66,72.0,48,0.0,29.41,30.05,7.4,0,0,42.51073357891207,12
1,2009-07-14,80,55,68.0,51,0.0,29.34,30.07,7.5,0,0,54.497276281177406,25
2,2009-07-14,81,60,71.0,49,0.0,29.41,30.06,7.7,0,0,45.655498759761414,21
1,2009-07-15,85,65,75.0,62,0.68,29.18,29.9,12.4,0,1,63.97388267125127,20
2,2009-07-15,86,67,77.0,62,0.32,29.23,29.88,13.8,1,1,59.85263617264551,19
1,2009-07-16,80,64,72.0,56,0.0,29.17,29.89,10.8,0,0,57.09764985646776,16
2,2009-07-16,82,65,74.0,57,0.17,29.23,29.88,10.3,0,0,55.34004418727664,17
1,2009-07-17,70,57,64.0,51,0.0,29.15,29.87,10.8,0,0,62.61662312402425,13
2,2009-07-17,70,58,64.0,52,0.0,29.21,29.86,10.4,1,0,64.97381909913064,12
1,2009-07-18,72,57,65.0,52,0.0,29.31,30.01,8.2,0,0,62.7427719811493,15
2,2009-07-18,73,58,66.0,52,0.0,29.36,30.0,7.1,0,0,60.59729912087231,15
1,2009-07-19,71,57,64.0,52,0.0,29.39,30.11,4.0,0,0,64.97381909913064,14
2,2009-07-19,73,60,67.0,53,0.0,29.45,30.1,4.6,0,0,60.72752109564434,13
1,2009-07-20,76,55,66.0,55,0.0,29.36,30.09,5.5,0,0,67.63664253243361,21
2,2009-07-20,76,59,68.0,56,0.0,29.42,30.08,6.5,0,0,65.4522014127624,17
1,2009-07-21,80,58,69.0,57,0.04,29.28,30.01,5.8,1,0,65.5704282115032,22
2,2009-07-21,82,64,73.0,56,0.0,29.33,29.99,6.3,0,0,55.200930061577466,18
1,2009-07-22,78,63,71.0,61,0.0,29.23,29.95,5.0,0,1,70.66407678830186,15
2,2009-07-22,79,66,73.0,59,0.0,29.28,29.93,5.9,0,1,61.497214552500836,13
1,2009-07-23,82,62,72.0,58,0.0,29.21,29.93,5.0,1,1,61.37030585532472,20
2,2009-07-23,79,63,71.0,60,0.1,29.26,29.91,6.0,0,1,68.19661499378506,16
1,2009-07-24,83,61,72.0,59,0.14,29.08,29.83,9.8,1,0,63.61027648899768,22
2,2009-07-24,83,62,73.0,60,0.19,29.14,29.82,9.6,1,0,63.73201712765311,21
1,2009-07-25,81,66,74.0,58,0.0,29.02,29.73,11.1,0,0,57.36879214984288,15
2,2009-07-25,81,66,74.0,59,0.0,29.08,29.71,11.5,0,0,59.462710501950724,15
1,2009-07-26,82,63,73.0,58,0.0,29.13,29.82,8.6,1,0,59.331653227294,19
2,2009-07-26,82,64,73.0,59,0.0,29.18,29.8,9.4,0,0,61.497214552500836,18
1,2009-07-27,84,64,74.0,61,0.02,29.13,29.86,10.1,1,0,63.85321833711421,20
2,2009-07-27,84,66,75.0,61,0.03,29.21,29.85,9.6,1,0,61.74940279437605,18
1,2009-07-28,84,66,75.0,60,0.01,29.08,29.78,8.0,1,0,59.593225297204334,18
2,2009-07-28,86,68,77.0,62,0.01,29.13,29.77,7.7,0,0,59.85263617264551,18
1,2009-07-29,81,62,72.0,51,0.0,29.13,29.84,7.1,0,0,47.54105029425511,19
2,2009-07-29,79,66,73.0,52,0.0,29.19,29.82,7.1,0,0,47.6920165941982,13
1,2009-07-30,79,59,69.0,57,0.0,29.15,29.85,5.5,0,0,65.5704282115032,20
2,2009-07-30,80,65,73.0,57,0.0,29.2,29.84,6.3,0,0,57.23349208270923,15
1,2009-07-31,81,58,70.0,54,0.0,29.23,29.94,7.3,0,0,56.82433111207962,23
2,2009-07-31,82,62,72.0,55,0.0,29.29,29.92,6.7,0,0,55.06127932824511,20
1,2009-08-01,75,61,68.0,59,0.0,29.18,29.91,11.4,1,0,72.91775824653783,14
2,2009-08-01,75,63,69.0,59,0.01,29.24,29.9,10.5,0,0,70.4552272678883,12
1,2009-08-02,78,57,68.0,51,0.0,29.2,29.93,9.6,0,0,54.497276281177406,21
2,2009-08-02,79,58,69.0,52,0.0,29.26,29.92,8.4,0,0,54.63909044432471,21
1,2009-08-03,84,67,76.0,60,0.07,29.1,29.82,12.4,0,0,57.63777364205565,17
2,2009-08-03,86,68,77.0,61,0.06,29.17,29.81,11.3,1,0,57.7714589924489,18
1,2009-08-04,85,67,76.0,61,0.0,29.17,29.87,5.8,0,1,59.72319979400966,18
2,2009-08-04,86,69,78.0,63,0.0,29.21,29.85,6.2,0,1,59.98153661250495,17
1,2009-08-05,79,61,70.0,54,0.0,29.34,30.05,4.2,0,0,56.82433111207962,18
2,2009-08-05,79,66,73.0,56,0.0,29.4,30.03,5.6,0,0,55.200930061577466,13
1,2009-08-06,82,60,71.0,51,0.0,29.39,30.09,5.4,0,0,49.18153603952177,22
2,2009-08-06,81,62,72.0,51,0.0,29.44,30.08,5.5,0,0,47.54105029425511,19
1,2009-08-07,74,64,69.0,59,0.33,29.36,30.09,7.8,1,1,70.4552272678883,10
2,2009-08-07,74,67,71.0,59,0.23,29.41,30.08,7.2,1,1,65.80525853476206,7
1,2009-08-08,89,68,79.0,70,0.02,29.2,29.92,13.6,1,1,73.96706755032609,21
2,2009-08-08,89,69,79.0,70,0.08,29.26,29.92,12.8,1,1,73.96706755032609,20
1,2009-08-09,91,77,84.0,71,0.18,29.23,29.94,12.9,0,0,65.03611993661221,14
2,2009-08-09,92,77,85.0,72,0.02,29.29,29.92,12.3,0,0,65.15155430304023,15
1,2009-08-10,85,70,78.0,65,0.0,29.24,29.95,7.2,0,0,64.33267984899061,15
2,2009-08-10,86,71,79.0,66,0.0,29.31,29.94,8.9,0,0,64.45122207118804,15
1,2009-08-11,82,62,72.0,61,0.0,29.3,30.0,8.0,0,0,68.30702534158651,20
2,2009-08-11,81,65,73.0,62,0.0,29.36,29.98,8.7,0,0,68.41691426823859,16
1,2009-08-12,83,60,72.0,55,0.0,29.39,30.09,5.9,0,0,55.06127932824511,23
2,2009-08-12,82,63,73.0,56,0.0,29.44,30.07,7.0,0,0,55.200930061577466,19
1,2009-08-13,86,60,73.0,55,0.0,29.38,30.1,3.8,0,0,53.23220547500601,26
2,2009-08-13,86,63,75.0,55,0.0,29.44,30.09,4.0,0,0,49.775277119899386,23
1,2009-08-14,88,63,76.0,59,0.0,29.38,30.1,5.7,0,0,55.61666948175095,25
2,2009-08-14,88,67,78.0,59,0.0,29.44,30.08,6.5,0,0,52.04812676685039,21
1,2009-08-15,89,67,78.0,61,0.0,29.32,30.04,8.9,0,0,55.89116901040809,22
2,2009-08-15,89,70,80.0,61,0.0,29.38,30.02,8.7,0,0,52.333551547067955,19
1,2009-08-16,88,70,79.0,67,0.63,29.27,29.99,10.2,0,0,66.72333408930567,18
2,2009-08-16,90,71,81.0,68,0.27,29.34,29.97,10.1,1,0,64.68673636674298,19
1,2009-08-17,83,70,77.0,68,0.33,29.28,30.0,5.8,1,1,73.78055835142726,13
2,2009-08-17,83,71,77.0,68,0.59,29.34,29.98,7.5,1,1,73.78055835142726,12
